vars,repeat_var,disaggregation,rank_1,rank_2,rank_3,percent_1,percent_2,percent_3
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bamingui_Bangoran,deplaces_site,quantite_insuff,hygiene_insuff,qualite_insuff,33.1%,15.1%,11.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bamingui_Bangoran,deplaces_FA,quantite_insuff,mixte,aucune,32.7%,25.9%,19.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouham,hote,quantite_insuff,hygiene_insuff,qualite_insuff,30.8%,20.5%,17.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouham,deplaces_site,quantite_insuff,hygiene_insuff,qualite_insuff,31.6%,18.2%,15.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouham,deplaces_FA,quantite_insuff,qualite_insuff,hygiene_insuff,23.5%,21.5%,20.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouham,retournes,quantite_insuff,qualite_insuff,mixte,32.3%,25.3%,10.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Basse_Kotto,deplaces_site,quantite_insuff,hygiene_insuff,qualite_insuff,29.1%,21.2%,20.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Basse_Kotto,deplaces_FA,mixte,quantite_insuff,qualite_insuff,21.0%,20.1%,13.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Basse_Kotto,hote,quantite_insuff,hygiene_insuff,qualite_insuff,25.0%,19.4%,18.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Basse_Kotto,retournes,qualite_insuff,hygiene_insuff,quantite_insuff,26.8%,18.9%,17.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Vakaga,hote,hygiene_insuff,qualite_insuff,quantite_insuff,23.3%,19.7%,14.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Vakaga,deplaces_FA,hygiene_insuff,qualite_insuff,quantite_insuff,20.7%,19.0%,17.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bangui,hote,hygiene_insuff,quantite_insuff,mixte,26.1%,23.5%,20.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bangui,retournes,quantite_insuff,mixte,hygiene_insuff,27.7%,22.9%,22.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bangui,deplaces_FA,hygiene_insuff,quantite_insuff,mixte,25.9%,24.2%,20.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouaka,deplaces_site,quantite_insuff,hygiene_insuff,qualite_insuff,32.1%,19.3%,17.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouaka,deplaces_FA,quantite_insuff,hygiene_insuff,qualite_insuff,27.5%,20.3%,19.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouaka,hote,quantite_insuff,hygiene_insuff,qualite_insuff,23.4%,22.8%,16.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouaka,retournes,quantite_insuff,qualite_insuff,mixte,32.4%,21.9%,18.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Mambere,hote,quantite_insuff,hygiene_insuff,qualite_insuff,22.1%,17.0%,14.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Mambere,deplaces_FA,hygiene_insuff,quantite_insuff,aucune,25.6%,24.0%,10.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Mambere,retournes,quantite_insuff,hygiene_insuff,qualite_insuff,27.7%,22.5%,21.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouham_Pende,hote,hygiene_insuff,quantite_insuff,qualite_insuff,25.4%,24.4%,19.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouham_Pende,deplaces_FA,quantite_insuff,qualite_insuff,mixte,21.4%,20.1%,18.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouham_Pende,retournes,quantite_insuff,hygiene_insuff,qualite_insuff,35.9%,18.4%,13.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Gribizi,deplaces_site,quantite_insuff,qualite_insuff,hygiene_insuff,28.9%,20.1%,18.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Gribizi,hote,quantite_insuff,qualite_insuff,mixte,28.9%,23.9%,18.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Gribizi,deplaces_FA,quantite_insuff,qualite_insuff,mixte,32.9%,21.3%,14.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Gribizi,retournes,quantite_insuff,hygiene_insuff,access_difficile,28.3%,26.1%,23.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mbomou,hote,quantite_insuff,hygiene_insuff,qualite_insuff,27.8%,22.7%,16.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mbomou,retournes,quantite_insuff,qualite_insuff,hygiene_insuff,28.3%,23.5%,18.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mbomou,deplaces_site,quantite_insuff,hygiene_insuff,qualite_insuff,39.9%,24.6%,14.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mbomou,deplaces_FA,quantite_insuff,hygiene_insuff,qualite_insuff,30.1%,22.0%,11.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mambere_Kadei,deplaces_FA,hygiene_insuff,quantite_insuff,mixte,27.1%,24.1%,18.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mambere_Kadei,hote,hygiene_insuff,quantite_insuff,mixte,25.0%,21.5%,18.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ombella_MPoko,deplaces_FA,hygiene_insuff,quantite_insuff,mixte,23.2%,22.6%,19.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ombella_MPoko,hote,hygiene_insuff,mixte,quantite_insuff,26.9%,23.6%,21.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Kemo,hote,quantite_insuff,hygiene_insuff,qualite_insuff,23.9%,23.7%,17.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Kemo,deplaces_FA,hygiene_insuff,quantite_insuff,qualite_insuff,24.8%,23.6%,16.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haut_Mbomou,deplaces_site,quantite_insuff,hygiene_insuff,mixte,26.9%,22.8%,20.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haut_Mbomou,deplaces_FA,quantite_insuff,hygiene_insuff,mixte,25.4%,20.3%,19.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haut_Mbomou,hote,quantite_insuff,hygiene_insuff,qualite_insuff,29.5%,25.1%,19.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haute_Kotto,deplaces_FA,hygiene_insuff,quantite_insuff,mixte,19.6%,19.2%,16.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haute_Kotto,hote,quantite_insuff,hygiene_insuff,qualite_insuff,31.3%,24.5%,16.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haute_Kotto,retournes,quantite_insuff,hygiene_insuff,aucune,27.2%,22.6%,11.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haute_Kotto,deplaces_site,quantite_insuff,hygiene_insuff,mixte,47.0%,25.1%,10.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Lobaye,deplaces_FA,hygiene_insuff,quantite_insuff,mixte,29.9%,24.1%,18.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Lobaye,hote,hygiene_insuff,quantite_insuff,mixte,24.2%,22.0%,16.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Haut_Mbomou,retournes,hygiene_insuff,quantite_insuff,qualite_insuff,37.2%,24.1%,17.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mambere_Kadei,retournes,hygiene_insuff,quantite_insuff,mixte,29.6%,26.6%,15.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Sangha_Mbaere,hote,hygiene_insuff,mixte,quantite_insuff,27.8%,21.0%,19.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Sangha_Mbaere,deplaces_FA,hygiene_insuff,mixte,quantite_insuff,25.5%,24.8%,21.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bamingui_Bangoran,retournes,eau,hygiene,sanitaire,35.1%,24.4%,22.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bamingui_Bangoran,hote,eau,hygiene,environment,36.1%,22.7%,22.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bamingui_Bangoran,deplaces_site,eau,environment,sanitaire,36.0%,23.8%,22.6%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bamingui_Bangoran,deplaces_FA,eau,sanitaire,hygiene,37.2%,29.6%,23.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouham,hote,eau,sanitaire,environment,33.6%,21.9%,21.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouham,deplaces_site,eau,sanitaire,environment,32.9%,22.4%,19.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouham,deplaces_FA,eau,sanitaire,hygiene,37.9%,27.3%,16.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouham,retournes,eau,environment,sanitaire,40.9%,19.7%,18.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Basse_Kotto,deplaces_site,eau,sanitaire,environment,29.4%,27.5%,25.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Basse_Kotto,deplaces_FA,eau,environment,sanitaire,37.4%,22.5%,19.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Basse_Kotto,hote,eau,sanitaire,environment,32.8%,25.5%,22.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Basse_Kotto,retournes,eau,sanitaire,environment,34.8%,33.5%,16.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Vakaga,hote,eau,sanitaire,environment,29.8%,24.0%,23.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Vakaga,deplaces_FA,environment,sanitaire,eau,27.0%,25.6%,25.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bangui,hote,eau,environment,sanitaire,36.2%,21.3%,18.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bangui,retournes,eau,sanitaire,environment,34.2%,22.6%,21.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bangui,deplaces_FA,eau,environment,sanitaire,34.0%,21.6%,20.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouaka,deplaces_site,eau,environment,sanitaire,34.0%,24.8%,19.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouaka,deplaces_FA,eau,environment,hygiene,36.9%,22.6%,15.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouaka,hote,eau,sanitaire,environment,34.5%,25.4%,19.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouaka,retournes,eau,sanitaire,environment,35.3%,31.3%,24.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Mambere,hote,eau,sanitaire,hygiene,36.6%,26.6%,17.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Mambere,deplaces_FA,eau,sanitaire,environment,35.7%,25.2%,17.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Mambere,retournes,eau,sanitaire,environment,32.9%,21.3%,21.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouham_Pende,hote,eau,sanitaire,hygiene,35.8%,22.9%,21.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouham_Pende,deplaces_FA,eau,environment,sanitaire,36.1%,21.8%,20.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouham_Pende,retournes,eau,environment,sanitaire,33.7%,23.6%,20.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Gribizi,deplaces_site,eau,sanitaire,hygiene,30.3%,28.7%,20.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Gribizi,hote,sanitaire,hygiene,eau,29.3%,25.7%,24.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Gribizi,deplaces_FA,eau,sanitaire,hygiene,36.9%,22.6%,22.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Gribizi,retournes,sanitaire,hygiene,environment,35.8%,29.0%,21.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mbomou,hote,eau,environment,sanitaire,36.3%,23.1%,23.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mbomou,retournes,eau,sanitaire,hygiene,39.1%,23.5%,21.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mbomou,deplaces_site,eau,sanitaire,environment,40.5%,29.5%,17.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mbomou,deplaces_FA,eau,sanitaire,environment,36.7%,25.5%,23.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mambere_Kadei,deplaces_FA,eau,sanitaire,environment,28.4%,26.1%,22.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mambere_Kadei,hote,eau,sanitaire,environment,34.6%,26.3%,18.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ombella_MPoko,deplaces_FA,eau,sanitaire,environment,32.3%,22.9%,22.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ombella_MPoko,hote,eau,sanitaire,environment,35.3%,23.0%,20.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Kemo,hote,eau,sanitaire,environment,34.2%,26.3%,18.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Kemo,deplaces_FA,eau,sanitaire,hygiene,36.1%,25.2%,22.6%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haut_Mbomou,deplaces_site,eau,hygiene,environment,33.9%,27.6%,21.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haut_Mbomou,deplaces_FA,eau,sanitaire,hygiene,39.5%,25.1%,18.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haut_Mbomou,hote,eau,sanitaire,hygiene,38.4%,22.3%,20.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haute_Kotto,deplaces_FA,eau,hygiene,environment,30.3%,24.6%,19.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haute_Kotto,hote,eau,sanitaire,environment,31.4%,22.6%,20.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haute_Kotto,retournes,eau,sanitaire,hygiene,33.5%,27.2%,18.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haute_Kotto,deplaces_site,sanitaire,eau,hygiene,25.6%,25.0%,21.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Lobaye,deplaces_FA,eau,sanitaire,environment,34.6%,28.1%,21.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Lobaye,hote,eau,environment,sanitaire,31.6%,25.8%,22.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Haut_Mbomou,retournes,eau,environment,sanitaire,43.8%,26.7%,19.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mambere_Kadei,retournes,eau,environment,hygiene,35.8%,22.1%,20.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Sangha_Mbaere,hote,eau,sanitaire,environment,28.2%,24.0%,23.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Sangha_Mbaere,deplaces_FA,eau,environment,sanitaire,33.8%,25.3%,21.5%
