vars,repeat_var,disaggregation,rank_1,rank_2,rank_3,percent_1,percent_2,percent_3
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bangui,,prov_medicament,acces_staff_cs,prov_cs_proximite,17.3%,16.6%,15.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mobaye,,acces_staff_cs,cash_frais_med,acces_transport,21.5%,21.4%,19.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bambari,,cash_frais_med,prov_medicament,acces_staff_cs,22.7%,20.0%,16.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bouar,,prov_medicament,cash_frais_med,acces_transport,24.9%,23.5%,18.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bocaranga,,cash_frais_med,prov_medicament,acces_staff_cs,21.9%,19.5%,14.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bossangoa,,cash_frais_med,acces_staff_cs,acces_transport,22.5%,16.7%,14.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Kaga_Bandoro,,cash_frais_med,prov_medicament,acces_staff_cs,23.7%,16.2%,14.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Koui,,cash_frais_med,prov_medicament,acces_staff_cs,24.2%,22.8%,11.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bakala,,prov_medicament,acces_staff_cs,prov_cs_proximite,23.0%,17.7%,11.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bangassou,,cash_frais_med,acces_staff_cs,prov_medicament,30.8%,16.1%,15.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nana_Bakassa,,cash_frais_med,acces_staff_cs,acces_transport,26.0%,17.7%,14.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Rafai,,cash_frais_med,acces_staff_cs,prov_medicament,25.6%,17.5%,14.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ngaoundaye,,cash_frais_med,prov_medicament,acces_staff_cs,24.9%,14.4%,11.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ippy,,prov_medicament,cash_frais_med,acces_staff_cs,25.6%,17.4%,17.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Berberati,,cash_frais_med,prov_medicament,acces_transport,27.9%,20.1%,13.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mbres,,prov_medicament,acces_staff_cs,cash_frais_med,21.9%,21.5%,18.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bimbo,,prov_cs_proximite,prov_medicament,acces_staff_cs,21.6%,17.7%,11.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Grimari,,prov_medicament,prov_cs,prov_cs_proximite,22.6%,15.4%,12.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Sibut,,cash_frais_med,prov_medicament,acces_staff_cs,18.6%,14.1%,13.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ndjoukou,,prov_medicament,cash_frais_med,acces_staff_cs,18.4%,17.6%,16.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Baboua,,prov_medicament,cash_frais_med,acces_transport,21.2%,17.8%,9.98%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Abba,,prov_medicament,prov_cs,acces_staff_cs,25.0%,16.5%,11.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Obo,,prov_medicament,prov_cs,acces_staff_cs,19.1%,15.5%,11.8%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Kabo,,prov_medicament,prov_vaccins,prov_cs_proximite,28.8%,14.7%,14.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Kouango,,prov_medicament,acces_staff_cs,prov_cs,32.0%,15.3%,11.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Ouango,,acces_staff_cs,prov_medicament,cash_frais_med,24.2%,23.5%,20.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Gambo,,prov_medicament,acces_staff_cs,prov_cs_proximite,34.1%,28.5%,10.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nangha_Boguila,,cash_frais_med,acces_staff_cs,prov_medicament,18.0%,16.6%,14.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Damara,,prov_medicament,acces_staff_cs,cash_frais_med,21.2%,16.0%,13.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bozoum,,prov_medicament,cash_frais_med,services_FE_FA,19.6%,17.0%,12.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bossemtele,,cash_frais_med,prov_medicament,acces_staff_cs,24.0%,23.9%,10.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Paoua,,prov_medicament,acces_staff_cs,acces_transport,22.0%,14.1%,13.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Dekoa,,cash_frais_med,prov_cs,services_FE_FA,14.8%,13.9%,13.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mala,,prov_medicament,acces_staff_cs,cash_frais_med,16.2%,13.7%,11.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bria,,prov_medicament,cash_frais_med,acces_staff_cs,18.0%,15.7%,14.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bakouma,,prov_medicament,acces_staff_cs,cash_frais_med,24.0%,19.2%,19.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Boali,,prov_medicament,acces_staff_cs,prov_cs_proximite,26.0%,17.6%,12.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bamingui,,acces_transport,cash_frais_med,acces_staff_cs,23.6%,17.2%,16.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Baoro,,prov_medicament,cash_frais_med,prov_cs,27.3%,14.4%,13.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mbaiki,,prov_medicament,cash_frais_med,prov_vaccins,20.8%,20.6%,14.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Zangba,,prov_medicament,acces_staff_cs,prov_vaccins,27.4%,14.5%,14.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Zemio,,prov_medicament,cash_frais_med,prov_vaccins,34.5%,18.7%,17.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Batangafo,,cash_frais_med,prov_cs_proximite,acces_staff_domicile,17.0%,15.3%,15.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Yaloke,,prov_medicament,acces_staff_cs,prov_cs_proximite,24.3%,14.8%,14.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bossembele,,prov_medicament,cash_frais_med,prov_vaccins,29.8%,14.6%,11.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Carnot,,cash_frais_med,prov_medicament,services_FE_FA,30.3%,22.8%,12.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Gadzi,,cash_frais_med,prov_medicament,prov_vaccins,24.2%,17.2%,13.6%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Gamboula,,cash_frais_med,prov_medicament,acces_transport,25.9%,17.8%,14.7%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bambio,,prov_medicament,cash_frais_med,acces_staff_cs,24.5%,20.2%,13.2%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Boganda,,cash_frais_med,prov_medicament,acces_transport,17.0%,16.2%,14.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Kembe,,prov_medicament,cash_frais_med,acces_staff_cs,29.1%,17.5%,13.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Satema,,prov_medicament,acces_staff_cs,cash_frais_med,33.1%,15.9%,14.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Markounda,,prov_medicament,cash_frais_med,acces_staff_cs,23.2%,20.1%,16.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Mongoumba,,cash_frais_med,prov_medicament,acces_staff_cs,17.0%,16.4%,14.3%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Dede_Mokouba,,cash_frais_med,prov_medicament,acces_transport,26.3%,19.3%,16.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Sosso_Nakombo,,cash_frais_med,prov_medicament,acces_transport,26.7%,16.3%,11.9%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Nola,,acces_transport,prov_medicament,cash_frais_med,19.2%,18.3%,17.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Boganangone,,acces_staff_cs,acces_transport,cash_frais_med,20.3%,16.6%,16.4%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Boda,,prov_medicament,cash_frais_med,acces_staff_cs,23.2%,18.8%,16.1%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Amada_Gaza,,cash_frais_med,prov_medicament,acces_transport,29.4%,24.1%,10.5%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bayanga,,cash_frais_med,acces_transport,prov_medicament,18.7%,15.2%,14.0%
sante_7_reponse_1 sante_7_reponse_2 sante_7_reponse_3,Bogangolo,,prov_medicament,acces_staff_cs,services_FE_FA,27.0%,18.3%,9.35%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ndele,,quantite_insuff,mixte,hygiene_insuff,28.7%,17.5%,15.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bouca,,quantite_insuff,hygiene_insuff,qualite_insuff,29.5%,24.6%,21.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Alindao,,quantite_insuff,qualite_insuff,hygiene_insuff,26.8%,19.8%,17.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Birao,,hygiene_insuff,qualite_insuff,quantite_insuff,23.2%,19.2%,14.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bangui,,hygiene_insuff,quantite_insuff,mixte,26.0%,23.3%,20.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mobaye,,quantite_insuff,hygiene_insuff,aucune,24.2%,21.7%,19.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bambari,,quantite_insuff,hygiene_insuff,mixte,23.1%,22.0%,15.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bouar,,quantite_insuff,hygiene_insuff,qualite_insuff,23.9%,16.5%,11.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bocaranga,,quantite_insuff,hygiene_insuff,qualite_insuff,32.6%,22.9%,14.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bossangoa,,quantite_insuff,hygiene_insuff,qualite_insuff,29.0%,15.7%,14.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Kaga_Bandoro,,quantite_insuff,qualite_insuff,hygiene_insuff,27.6%,20.3%,17.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Koui,,quantite_insuff,hygiene_insuff,qualite_insuff,30.3%,18.6%,14.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bakala,,quantite_insuff,hygiene_insuff,qualite_insuff,23.3%,18.5%,14.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bangassou,,quantite_insuff,hygiene_insuff,qualite_insuff,25.9%,23.0%,19.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nana_Bakassa,,quantite_insuff,hygiene_insuff,qualite_insuff,32.8%,21.0%,13.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Rafai,,quantite_insuff,mixte,hygiene_insuff,36.6%,19.8%,13.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ngaoundaye,,quantite_insuff,qualite_insuff,hygiene_insuff,24.4%,21.2%,20.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ippy,,quantite_insuff,qualite_insuff,hygiene_insuff,25.4%,22.3%,21.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Berberati,,quantite_insuff,hygiene_insuff,mixte,28.3%,21.6%,17.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mbres,,hygiene_insuff,quantite_insuff,mixte,21.8%,21.6%,16.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bimbo,,hygiene_insuff,mixte,quantite_insuff,26.6%,25.0%,20.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Grimari,,hygiene_insuff,quantite_insuff,qualite_insuff,22.1%,21.6%,20.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Sibut,,quantite_insuff,hygiene_insuff,mixte,24.0%,22.8%,16.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ndjoukou,,quantite_insuff,hygiene_insuff,qualite_insuff,23.6%,21.6%,15.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Baboua,,hygiene_insuff,quantite_insuff,qualite_insuff,17.7%,17.5%,14.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Abba,,quantite_insuff,hygiene_insuff,qualite_insuff,20.5%,16.1%,15.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Obo,,quantite_insuff,hygiene_insuff,qualite_insuff,29.1%,22.4%,16.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Kabo,,qualite_insuff,quantite_insuff,hygiene_insuff,30.0%,22.6%,18.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Kouango,,quantite_insuff,qualite_insuff,hygiene_insuff,20.3%,20.1%,17.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Ouango,,quantite_insuff,hygiene_insuff,qualite_insuff,29.4%,20.7%,20.5%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Gambo,,quantite_insuff,qualite_insuff,hygiene_insuff,25.9%,16.5%,14.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nangha_Boguila,,quantite_insuff,qualite_insuff,hygiene_insuff,31.8%,18.4%,16.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Damara,,hygiene_insuff,qualite_insuff,quantite_insuff,25.8%,21.6%,20.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bozoum,,qualite_insuff,hygiene_insuff,quantite_insuff,23.7%,22.0%,18.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bossemtele,,hygiene_insuff,quantite_insuff,mixte,22.5%,20.5%,19.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Paoua,,quantite_insuff,hygiene_insuff,qualite_insuff,31.3%,21.4%,15.1%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Dekoa,,hygiene_insuff,quantite_insuff,qualite_insuff,26.7%,24.7%,18.0%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mala,,quantite_insuff,hygiene_insuff,qualite_insuff,23.6%,23.3%,20.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bria,,quantite_insuff,hygiene_insuff,mixte,28.9%,22.3%,11.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bakouma,,quantite_insuff,hygiene_insuff,mixte,25.6%,23.8%,21.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Boali,,hygiene_insuff,quantite_insuff,mixte,26.2%,22.8%,21.8%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bamingui,,quantite_insuff,hygiene_insuff,qualite_insuff,28.6%,25.8%,24.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Baoro,,quantite_insuff,hygiene_insuff,qualite_insuff,26.3%,24.9%,20.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mbaiki,,hygiene_insuff,quantite_insuff,qualite_insuff,23.9%,23.4%,16.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Zangba,,qualite_insuff,mixte,hygiene_insuff,23.5%,17.8%,17.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Zemio,,quantite_insuff,hygiene_insuff,trop_loin,25.1%,24.9%,15.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Batangafo,,quantite_insuff,hygiene_insuff,qualite_insuff,35.8%,16.1%,12.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Yaloke,,quantite_insuff,hygiene_insuff,mixte,28.3%,28.3%,22.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bossembele,,hygiene_insuff,quantite_insuff,mixte,26.9%,24.5%,20.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Carnot,,hygiene_insuff,quantite_insuff,mixte,28.6%,19.1%,15.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Gadzi,,hygiene_insuff,mixte,aucune,26.7%,26.5%,9.79%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Gamboula,,hygiene_insuff,mixte,quantite_insuff,27.8%,22.7%,14.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bambio,,hygiene_insuff,mixte,quantite_insuff,25.6%,23.9%,16.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Boganda,,mixte,hygiene_insuff,quantite_insuff,23.3%,22.7%,20.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Kembe,,qualite_insuff,mixte,quantite_insuff,22.0%,20.2%,16.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Satema,,quantite_insuff,mixte,hygiene_insuff,23.5%,22.3%,16.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Markounda,,quantite_insuff,qualite_insuff,hygiene_insuff,39.3%,20.0%,17.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Mongoumba,,hygiene_insuff,quantite_insuff,mixte,23.8%,21.3%,19.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Dede_Mokouba,,quantite_insuff,hygiene_insuff,mixte,25.6%,24.2%,17.2%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Sosso_Nakombo,,hygiene_insuff,quantite_insuff,mixte,25.1%,23.1%,16.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Nola,,hygiene_insuff,mixte,quantite_insuff,27.2%,20.2%,19.6%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Boganangone,,hygiene_insuff,mixte,qualite_insuff,25.9%,25.5%,17.4%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Boda,,hygiene_insuff,quantite_insuff,mixte,28.9%,24.8%,19.3%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Amada_Gaza,,quantite_insuff,hygiene_insuff,mixte,29.0%,21.0%,15.7%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bayanga,,hygiene_insuff,mixte,quantite_insuff,26.5%,22.8%,19.9%
wash_15_insuff_raisons_1 wash_15_insuff_raisons_2 wash_15_insuff_raisons_3,Bogangolo,,qualite_insuff,quantite_insuff,hygiene_insuff,27.3%,23.1%,22.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ndele,,eau,hygiene,environment,35.2%,22.6%,22.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bouca,,eau,sanitaire,hygiene,36.4%,30.4%,19.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Alindao,,eau,sanitaire,environment,29.0%,24.4%,23.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Birao,,eau,sanitaire,environment,29.3%,23.8%,23.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bangui,,eau,environment,sanitaire,35.9%,21.0%,18.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mobaye,,eau,sanitaire,environment,28.5%,25.4%,25.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bambari,,eau,sanitaire,environment,35.5%,22.1%,21.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bouar,,eau,sanitaire,hygiene,35.4%,24.5%,20.6%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bocaranga,,eau,sanitaire,hygiene,36.1%,19.0%,18.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bossangoa,,eau,environment,hygiene,32.6%,20.8%,20.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Kaga_Bandoro,,sanitaire,hygiene,eau,29.2%,24.2%,24.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Koui,,eau,environment,hygiene,38.1%,21.4%,17.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bakala,,eau,sanitaire,environment,38.0%,23.9%,18.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bangassou,,eau,sanitaire,environment,40.1%,25.1%,20.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nana_Bakassa,,eau,sanitaire,hygiene,32.4%,22.0%,21.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Rafai,,eau,sanitaire,environment,33.6%,31.7%,21.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ngaoundaye,,eau,sanitaire,hygiene,34.0%,21.7%,21.6%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ippy,,eau,sanitaire,hygiene,37.6%,26.8%,15.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Berberati,,eau,sanitaire,hygiene,35.9%,24.2%,20.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mbres,,sanitaire,eau,hygiene,32.0%,27.8%,16.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bimbo,,eau,sanitaire,environment,35.9%,23.1%,21.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Grimari,,eau,sanitaire,environment,39.3%,25.0%,20.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Sibut,,eau,sanitaire,hygiene,36.1%,27.0%,17.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ndjoukou,,eau,sanitaire,hygiene,31.4%,26.4%,20.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Baboua,,eau,sanitaire,environment,37.0%,26.9%,19.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Abba,,eau,sanitaire,environment,35.2%,28.8%,17.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Obo,,eau,hygiene,sanitaire,38.6%,19.5%,19.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Kabo,,eau,sanitaire,environment,34.3%,26.5%,21.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Kouango,,eau,environment,sanitaire,38.6%,22.4%,19.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Ouango,,eau,environment,hygiene,38.2%,21.6%,19.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Gambo,,environment,sanitaire,eau,28.9%,28.9%,24.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nangha_Boguila,,eau,sanitaire,environment,30.1%,23.4%,21.6%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Damara,,eau,sanitaire,hygiene,32.0%,24.2%,20.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bozoum,,eau,hygiene,environment,36.5%,23.1%,19.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bossemtele,,eau,sanitaire,hygiene,31.1%,25.9%,21.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Paoua,,eau,sanitaire,hygiene,34.9%,23.5%,18.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Dekoa,,eau,sanitaire,hygiene,34.6%,25.4%,18.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mala,,eau,sanitaire,environment,38.1%,25.6%,19.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bria,,eau,hygiene,sanitaire,31.6%,21.0%,19.4%
